,year,month,date_of_month,day_of_week,births
100,2000,4,10,1,11333
101,2000,4,11,2,12850
102,2000,4,12,3,12545
103,2000,4,13,4,11907
104,2000,4,14,5,12053
105,2000,4,15,6,8887
106,2000,4,16,7,7859
107,2000,4,17,1,11322
108,2000,4,18,2,12783
109,2000,4,19,3,12562
110,2000,4,20,4,12301
111,2000,4,21,5,11257
112,2000,4,22,6,8367
113,2000,4,23,7,7483
114,2000,4,24,1,11309
115,2000,4,25,2,12488
116,2000,4,26,3,12245
117,2000,4,27,4,12235
118,2000,4,28,5,11989
119,2000,4,29,6,8703
120,2000,4,30,7,7641
121,2000,5,1,1,11621
122,2000,5,2,2,12934
123,2000,5,3,3,12259
124,2000,5,4,4,12434
125,2000,5,5,5,12539
126,2000,5,6,6,8814
127,2000,5,7,7,7797
128,2000,5,8,1,11604
129,2000,5,9,2,12744
130,2000,5,10,3,12607
131,2000,5,11,4,12442
132,2000,5,12,5,12132
133,2000,5,13,6,8747
134,2000,5,14,7,7617
135,2000,5,15,1,11587
136,2000,5,16,2,12898
137,2000,5,17,3,12729
138,2000,5,18,4,12580
139,2000,5,19,5,12174
140,2000,5,20,6,8673
141,2000,5,21,7,7887
142,2000,5,22,1,11582
143,2000,5,23,2,13097
144,2000,5,24,3,12669
145,2000,5,25,4,13026
146,2000,5,26,5,12726
147,2000,5,27,6,8991
148,2000,5,28,7,7873
149,2000,5,29,1,8272
150,2000,5,30,2,11954
151,2000,5,31,3,12941
152,2000,6,1,4,13363
153,2000,6,2,5,12695
154,2000,6,3,6,8940
155,2000,6,4,7,7983
156,2000,6,5,1,11647
157,2000,6,6,2,12765
158,2000,6,7,3,12474
159,2000,6,8,4,12751
160,2000,6,9,5,12504
161,2000,6,10,6,9134
162,2000,6,11,7,8116
163,2000,6,12,1,11848
164,2000,6,13,2,12683
165,2000,6,14,3,12849
166,2000,6,15,4,12798
167,2000,6,16,5,12727
168,2000,6,17,6,9143
169,2000,6,18,7,8162
170,2000,6,19,1,11649
171,2000,6,20,2,13017
172,2000,6,21,3,12729
173,2000,6,22,4,12809
174,2000,6,23,5,12603
175,2000,6,24,6,9094
176,2000,6,25,7,8178
177,2000,6,26,1,12164
178,2000,6,27,2,13354
179,2000,6,28,3,13033
180,2000,6,29,4,13462
181,2000,6,30,5,13225
182,2000,7,1,6,9376
183,2000,7,2,7,8100
184,2000,7,3,1,11345
185,2000,7,4,2,9550
186,2000,7,5,3,12346
187,2000,7,6,4,13853
188,2000,7,7,5,13658
189,2000,7,8,6,9631
190,2000,7,9,7,8586
191,2000,7,10,1,12420
192,2000,7,11,2,13584
193,2000,7,12,3,12827
194,2000,7,13,4,12980
195,2000,7,14,5,13230
196,2000,7,15,6,9627
197,2000,7,16,7,8423
198,2000,7,17,1,12053
199,2000,7,18,2,13663
200,2000,7,19,3,13001
201,2000,7,20,4,13173
202,2000,7,21,5,13027
203,2000,7,22,6,9463
204,2000,7,23,7,8166
205,2000,7,24,1,12128
206,2000,7,25,2,13176
207,2000,7,26,3,12931
208,2000,7,27,4,13155
209,2000,7,28,5,12890
210,2000,7,29,6,9465
211,2000,7,30,7,8444
212,2000,7,31,1,11860
213,2000,8,1,2,13356
214,2000,8,2,3,12835
215,2000,8,3,4,13092
216,2000,8,4,5,12940
217,2000,8,5,6,9398
218,2000,8,6,7,8350
219,2000,8,7,1,11864
220,2000,8,8,2,13693
221,2000,8,9,3,13170
222,2000,8,10,4,12953
223,2000,8,11,5,12729
224,2000,8,12,6,9305
225,2000,8,13,7,8313
226,2000,8,14,1,11927
227,2000,8,15,2,13374
228,2000,8,16,3,13174
229,2000,8,17,4,13099
230,2000,8,18,5,13124
231,2000,8,19,6,9276
232,2000,8,20,7,8346
233,2000,8,21,1,12003
234,2000,8,22,2,13406
235,2000,8,23,3,12929
236,2000,8,24,4,13021
237,2000,8,25,5,12926
238,2000,8,26,6,9341
239,2000,8,27,7,8240
240,2000,8,28,1,12074
241,2000,8,29,2,13237
242,2000,8,30,3,13111
243,2000,8,31,4,13287
244,2000,9,1,5,13145
245,2000,9,2,6,9265
246,2000,9,3,7,8248
247,2000,9,4,1,8603
248,2000,9,5,2,12200
249,2000,9,6,3,13917
250,2000,9,7,4,13512
251,2000,9,8,5,13487
252,2000,9,9,6,9860
253,2000,9,10,7,8552
254,2000,9,11,1,12405
255,2000,9,12,2,13649
256,2000,9,13,3,13299
257,2000,9,14,4,13739
258,2000,9,15,5,13552
259,2000,9,16,6,9780
260,2000,9,17,7,8683
261,2000,9,18,1,12554
262,2000,9,19,2,13850
263,2000,9,20,3,13775
264,2000,9,21,4,13350
265,2000,9,22,5,13189
266,2000,9,23,6,9494
267,2000,9,24,7,8539
268,2000,9,25,1,12432
269,2000,9,26,2,13540
270,2000,9,27,3,13467
271,2000,9,28,4,13515
272,2000,9,29,5,13045
273,2000,9,30,6,9335
274,2000,10,1,7,8453
275,2000,10,2,1,12223
276,2000,10,3,2,13245
277,2000,10,4,3,13154
278,2000,10,5,4,13288
279,2000,10,6,5,12774
280,2000,10,7,6,9131
281,2000,10,8,7,8119
282,2000,10,9,1,11343
283,2000,10,10,2,13124
284,2000,10,11,3,12907
285,2000,10,12,4,13038
286,2000,10,13,5,11723
287,2000,10,14,6,9163
288,2000,10,15,7,8156
289,2000,10,16,1,12001
290,2000,10,17,2,13106
291,2000,10,18,3,12816
292,2000,10,19,4,12502
293,2000,10,20,5,12471
294,2000,10,21,6,8956
295,2000,10,22,7,7938
296,2000,10,23,1,11810
297,2000,10,24,2,12995
298,2000,10,25,3,12780
299,2000,10,26,4,12787
300,2000,10,27,5,12333
301,2000,10,28,6,8978
302,2000,10,29,7,8124
303,2000,10,30,1,11558
304,2000,10,31,2,11372
305,2000,11,1,3,12927
306,2000,11,2,4,13066
307,2000,11,3,5,12630
308,2000,11,4,6,9084
309,2000,11,5,7,8078
310,2000,11,6,1,11862
311,2000,11,7,2,12822
312,2000,11,8,3,12829
313,2000,11,9,4,12778
314,2000,11,10,5,12554
315,2000,11,11,6,9318
316,2000,11,12,7,8070
317,2000,11,13,1,11480
318,2000,11,14,2,13153
319,2000,11,15,3,12953
320,2000,11,16,4,13061
321,2000,11,17,5,12888
322,2000,11,18,6,9137
323,2000,11,19,7,8077
324,2000,11,20,1,12974
325,2000,11,21,2,13991
326,2000,11,22,3,12420
327,2000,11,23,4,8144
328,2000,11,24,5,9805
329,2000,11,25,6,8537
330,2000,11,26,7,7950
331,2000,11,27,1,12175
332,2000,11,28,2,13799
333,2000,11,29,3,13114
334,2000,11,30,4,12818
335,2000,12,1,5,12545
336,2000,12,2,6,8914
337,2000,12,3,7,7930
338,2000,12,4,1,11501
339,2000,12,5,2,12997
340,2000,12,6,3,12697
341,2000,12,7,4,12820
342,2000,12,8,5,12548
343,2000,12,9,6,8853
344,2000,12,10,7,8022
345,2000,12,11,1,11811
346,2000,12,12,2,13627
347,2000,12,13,3,12567
348,2000,12,14,4,12640
349,2000,12,15,5,12656
350,2000,12,16,6,9184
351,2000,12,17,7,8026
352,2000,12,18,1,12590
353,2000,12,19,2,13829
354,2000,12,20,3,13762
355,2000,12,21,4,13524
356,2000,12,22,5,12248
357,2000,12,23,6,8484
358,2000,12,24,7,6971
359,2000,12,25,1,6719
360,2000,12,26,2,10395
361,2000,12,27,3,13252
362,2000,12,28,4,13900
363,2000,12,29,5,13607
364,2000,12,30,6,9405
365,2000,12,31,7,7892
366,2001,1,1,1,7663
367,2001,1,2,2,10635
368,2001,1,3,3,12449
369,2001,1,4,4,12678
370,2001,1,5,5,12647
371,2001,1,6,6,9180
372,2001,1,7,7,7883
373,2001,1,8,1,11447
374,2001,1,9,2,12386
375,2001,1,10,3,12455
376,2001,1,11,4,12433
377,2001,1,12,5,12735
378,2001,1,13,6,8836
379,2001,1,14,7,7818
380,2001,1,15,1,10926
381,2001,1,16,2,12327
382,2001,1,17,3,12344
383,2001,1,18,4,12648
384,2001,1,19,5,12339
385,2001,1,20,6,8771
386,2001,1,21,7,7850
387,2001,1,22,1,11444
388,2001,1,23,2,12446
389,2001,1,24,3,12244
390,2001,1,25,4,12570
391,2001,1,26,5,12191
392,2001,1,27,6,8795
393,2001,1,28,7,7761
394,2001,1,29,1,11513
395,2001,1,30,2,12488
396,2001,1,31,3,12477
397,2001,2,1,4,12477
398,2001,2,2,5,12470
399,2001,2,3,6,8650
400,2001,2,4,7,7716
401,2001,2,5,1,11825
402,2001,2,6,2,12536
403,2001,2,7,3,12343
404,2001,2,8,4,12390
405,2001,2,9,5,12343
406,2001,2,10,6,8791
407,2001,2,11,7,7563
408,2001,2,12,1,11670
409,2001,2,13,2,12267
410,2001,2,14,3,13191
411,2001,2,15,4,12632
412,2001,2,16,5,12355
413,2001,2,17,6,8609
414,2001,2,18,7,7555
415,2001,2,19,1,10522
416,2001,2,20,2,12373
417,2001,2,21,3,12492
418,2001,2,22,4,12482
419,2001,2,23,5,12242
420,2001,2,24,6,8656
421,2001,2,25,7,7794
422,2001,2,26,1,11332
423,2001,2,27,2,12334
424,2001,2,28,3,12209
425,2001,3,1,4,12530
426,2001,3,2,5,12383
427,2001,3,3,6,8935
428,2001,3,4,7,7799
429,2001,3,5,1,11411
430,2001,3,6,2,12339
431,2001,3,7,3,12351
432,2001,3,8,4,12440
433,2001,3,9,5,12461
434,2001,3,10,6,8807
435,2001,3,11,7,7697
436,2001,3,12,1,11595
437,2001,3,13,2,12534
438,2001,3,14,3,12578
439,2001,3,15,4,12525
440,2001,3,16,5,12460
441,2001,3,17,6,9006
442,2001,3,18,7,7526
443,2001,3,19,1,11352
444,2001,3,20,2,12868
445,2001,3,21,3,12690
446,2001,3,22,4,12472
447,2001,3,23,5,12432
448,2001,3,24,6,8830
449,2001,3,25,7,7800
450,2001,3,26,1,11290
451,2001,3,27,2,12570
452,2001,3,28,3,12469
453,2001,3,29,4,12366
454,2001,3,30,5,12059
455,2001,3,31,6,8770
456,2001,4,1,7,7212
457,2001,4,2,1,11673
458,2001,4,3,2,12864
459,2001,4,4,3,12655
460,2001,4,5,4,12438
461,2001,4,6,5,12407
462,2001,4,7,6,8755
463,2001,4,8,7,7718
464,2001,4,9,1,11617
465,2001,4,10,2,13031
466,2001,4,11,3,12912
467,2001,4,12,4,12733
468,2001,4,13,5,10881
469,2001,4,14,6,8262
470,2001,4,15,7,7230
471,2001,4,16,1,11220
472,2001,4,17,2,12867
473,2001,4,18,3,12381
474,2001,4,19,4,12257
475,2001,4,20,5,12296
476,2001,4,21,6,8849
477,2001,4,22,7,7758
478,2001,4,23,1,11672
479,2001,4,24,2,12981
480,2001,4,25,3,12728
481,2001,4,26,4,12560
482,2001,4,27,5,12335
483,2001,4,28,6,8574
484,2001,4,29,7,7602
485,2001,4,30,1,11416
486,2001,5,1,2,13037
487,2001,5,2,3,12542
488,2001,5,3,4,12596
489,2001,5,4,5,12276
490,2001,5,5,6,8795
491,2001,5,6,7,8001
492,2001,5,7,1,11635
493,2001,5,8,2,13032
494,2001,5,9,3,12477
495,2001,5,10,4,12632
496,2001,5,11,5,12296
497,2001,5,12,6,8692
498,2001,5,13,7,7479
499,2001,5,14,1,11577
500,2001,5,15,2,13124
501,2001,5,16,3,12625
502,2001,5,17,4,12630
503,2001,5,18,5,12313
504,2001,5,19,6,8803
505,2001,5,20,7,7732
506,2001,5,21,1,11680
507,2001,5,22,2,13047
508,2001,5,23,3,12936
509,2001,5,24,4,13179
510,2001,5,25,5,12722
511,2001,5,26,6,8911
512,2001,5,27,7,7529
513,2001,5,28,1,7993
514,2001,5,29,2,12013
515,2001,5,30,3,13334
516,2001,5,31,4,13051
517,2001,6,1,5,12677
518,2001,6,2,6,8920
519,2001,6,3,7,7887
520,2001,6,4,1,11500
521,2001,6,5,2,12683
522,2001,6,6,3,12804
523,2001,6,7,4,12566
524,2001,6,8,5,12451
525,2001,6,9,6,8756
526,2001,6,10,7,7674
527,2001,6,11,1,11776
528,2001,6,12,2,13218
529,2001,6,13,3,12342
530,2001,6,14,4,12655
531,2001,6,15,5,12394
532,2001,6,16,6,8780
533,2001,6,17,7,7722
534,2001,6,18,1,11756
535,2001,6,19,2,12785
536,2001,6,20,3,12704
537,2001,6,21,4,12615
538,2001,6,22,5,12299
539,2001,6,23,6,8452
540,2001,6,24,7,7639
541,2001,6,25,1,11575
542,2001,6,26,2,12939
543,2001,6,27,3,12809
544,2001,6,28,4,13059
545,2001,6,29,5,12922
546,2001,6,30,6,9247
547,2001,7,1,7,8145
548,2001,7,2,1,12390
549,2001,7,3,2,13364
550,2001,7,4,3,9608
551,2001,7,5,4,12531
552,2001,7,6,5,13151
553,2001,7,7,6,9544
554,2001,7,8,7,8249
555,2001,7,9,1,12036
556,2001,7,10,2,13614
557,2001,7,11,3,13026
558,2001,7,12,4,13188
559,2001,7,13,5,12187
560,2001,7,14,6,9269
561,2001,7,15,7,8047
562,2001,7,16,1,12383
563,2001,7,17,2,13657
564,2001,7,18,3,13241
565,2001,7,19,4,13293
566,2001,7,20,5,12950
567,2001,7,21,6,9410
568,2001,7,22,7,8116
569,2001,7,23,1,12099
570,2001,7,24,2,13532
571,2001,7,25,3,12988
572,2001,7,26,4,13022
573,2001,7,27,5,12677
574,2001,7,28,6,9102
575,2001,7,29,7,7892
576,2001,7,30,1,12150
577,2001,7,31,2,13218
578,2001,8,1,3,12960
579,2001,8,2,4,13097
580,2001,8,3,5,12859
581,2001,8,4,6,9143
582,2001,8,5,7,8062
583,2001,8,6,1,12008
584,2001,8,7,2,13488
585,2001,8,8,3,13185
586,2001,8,9,4,13339
587,2001,8,10,5,13094
588,2001,8,11,6,9275
589,2001,8,12,7,8261
590,2001,8,13,1,11682
591,2001,8,14,2,13325
592,2001,8,15,3,13332
593,2001,8,16,4,13372
594,2001,8,17,5,13102
595,2001,8,18,6,9294
596,2001,8,19,7,7945
597,2001,8,20,1,12313
598,2001,8,21,2,13590
599,2001,8,22,3,13146
600,2001,8,23,4,13158
601,2001,8,24,5,12996
602,2001,8,25,6,9229
603,2001,8,26,7,8115
604,2001,8,27,1,12080
605,2001,8,28,2,13792
606,2001,8,29,3,13160
607,2001,8,30,4,13520
608,2001,8,31,5,13461
609,2001,9,1,6,9248
610,2001,9,2,7,8239
611,2001,9,3,1,8115
612,2001,9,4,2,12501
613,2001,9,5,3,14055
614,2001,9,6,4,13925
615,2001,9,7,5,13721
616,2001,9,8,6,9344
617,2001,9,9,7,8347
618,2001,9,10,1,12459
619,2001,9,11,2,13590
620,2001,9,12,3,13149
621,2001,9,13,4,13186
622,2001,9,14,5,13444
623,2001,9,15,6,9662
624,2001,9,16,7,8319
625,2001,9,17,1,12664
626,2001,9,18,2,13526
627,2001,9,19,3,13575
628,2001,9,20,4,13750
629,2001,9,21,5,13341
630,2001,9,22,6,9607
631,2001,9,23,7,8495
632,2001,9,24,1,12564
633,2001,9,25,2,14063
634,2001,9,26,3,13441
635,2001,9,27,4,13199
636,2001,9,28,5,13174
637,2001,9,29,6,9243
638,2001,9,30,7,8042
639,2001,10,1,1,12425
640,2001,10,2,2,13523
641,2001,10,3,3,13056
642,2001,10,4,4,13182
643,2001,10,5,5,12851
644,2001,10,6,6,8872
645,2001,10,7,7,7744
646,2001,10,8,1,11531
647,2001,10,9,2,12886
648,2001,10,10,3,12858
649,2001,10,11,4,12568
650,2001,10,12,5,12676
651,2001,10,13,6,8659
652,2001,10,14,7,7753
653,2001,10,15,1,11649
654,2001,10,16,2,12770
655,2001,10,17,3,12599
656,2001,10,18,4,12579
657,2001,10,19,5,12359
658,2001,10,20,6,8747
659,2001,10,21,7,7506
660,2001,10,22,1,11705
661,2001,10,23,2,12896
662,2001,10,24,3,12676
663,2001,10,25,4,12516
664,2001,10,26,5,12296
665,2001,10,27,6,8458
666,2001,10,28,7,7676
667,2001,10,29,1,11389
668,2001,10,30,2,12534
669,2001,10,31,3,10913
670,2001,11,1,4,12879
671,2001,11,2,5,12374
672,2001,11,3,6,8572
673,2001,11,4,7,7533
674,2001,11,5,1,11668
675,2001,11,6,2,12662
676,2001,11,7,3,12419
677,2001,11,8,4,12519
678,2001,11,9,5,12416
679,2001,11,10,6,8665
680,2001,11,11,7,7599
681,2001,11,12,1,11670
682,2001,11,13,2,12382
683,2001,11,14,3,12602
684,2001,11,15,4,12936
685,2001,11,16,5,12979
686,2001,11,17,6,8774
687,2001,11,18,7,7495
688,2001,11,19,1,12709
689,2001,11,20,2,13603
690,2001,11,21,3,12167
691,2001,11,22,4,7513
692,2001,11,23,5,9594
693,2001,11,24,6,8100
694,2001,11,25,7,7456
695,2001,11,26,1,11732
696,2001,11,27,2,13249
697,2001,11,28,3,12516
698,2001,11,29,4,12474
699,2001,11,30,5,12019
700,2001,12,1,6,8255
701,2001,12,2,7,7385
702,2001,12,3,1,11548
703,2001,12,4,2,12605
704,2001,12,5,3,12609
705,2001,12,6,4,12188
706,2001,12,7,5,11693
707,2001,12,8,6,8372
708,2001,12,9,7,7498
709,2001,12,10,1,11655
710,2001,12,11,2,12798
711,2001,12,12,3,12884
712,2001,12,13,4,12230
713,2001,12,14,5,12405
714,2001,12,15,6,8615
715,2001,12,16,7,7432
716,2001,12,17,1,12392
717,2001,12,18,2,13657
718,2001,12,19,3,13404
719,2001,12,20,4,13871
720,2001,12,21,5,13530
721,2001,12,22,6,9062
722,2001,12,23,7,7245
723,2001,12,24,1,7626
724,2001,12,25,2,6603
725,2001,12,26,3,11040
726,2001,12,27,4,14151
727,2001,12,28,5,14235
728,2001,12,29,6,9563
729,2001,12,30,7,7840
730,2001,12,31,1,10272
731,2002,1,1,2,7927
732,2002,1,2,3,10723
733,2002,1,3,4,12465
734,2002,1,4,5,12671
735,2002,1,5,6,8902
736,2002,1,6,7,7647
737,2002,1,7,1,11548
738,2002,1,8,2,12515
739,2002,1,9,3,11654
740,2002,1,10,4,12596
741,2002,1,11,5,12276
742,2002,1,12,6,8591
743,2002,1,13,7,7471
744,2002,1,14,1,11530
745,2002,1,15,2,12369
746,2002,1,16,3,11996
747,2002,1,17,4,12412
748,2002,1,18,5,12251
749,2002,1,19,6,8434
750,2002,1,20,7,7462
751,2002,1,21,1,10921
752,2002,1,22,2,12361
753,2002,1,23,3,12252
754,2002,1,24,4,12549
755,2002,1,25,5,12069
756,2002,1,26,6,8530
757,2002,1,27,7,7510
758,2002,1,28,1,11354
759,2002,1,29,2,12215
760,2002,1,30,3,12146
761,2002,1,31,4,12125
762,2002,2,1,5,12130
763,2002,2,2,6,9021
764,2002,2,3,7,7442
765,2002,2,4,1,11412
766,2002,2,5,2,12488
767,2002,2,6,3,12210
768,2002,2,7,4,12418
769,2002,2,8,5,12444
770,2002,2,9,6,8706
771,2002,2,10,7,7569
772,2002,2,11,1,11547
773,2002,2,12,2,12779
774,2002,2,13,3,12069
775,2002,2,14,4,13062
776,2002,2,15,5,12548
777,2002,2,16,6,8710
778,2002,2,17,7,7484
779,2002,2,18,1,10907
780,2002,2,19,2,12262
781,2002,2,20,3,12817
782,2002,2,21,4,12384
783,2002,2,22,5,12667
784,2002,2,23,6,8639
785,2002,2,24,7,7488
786,2002,2,25,1,11547
787,2002,2,26,2,12487
788,2002,2,27,3,12303
789,2002,2,28,4,12370
790,2002,3,1,5,12388
791,2002,3,2,6,8507
792,2002,3,3,7,7624
793,2002,3,4,1,11661
794,2002,3,5,2,12678
795,2002,3,6,3,12372
796,2002,3,7,4,12525
797,2002,3,8,5,12244
798,2002,3,9,6,8606
799,2002,3,10,7,7633
800,2002,3,11,1,11197
801,2002,3,12,2,12667
802,2002,3,13,3,12031
803,2002,3,14,4,12583
804,2002,3,15,5,12472
805,2002,3,16,6,8696
806,2002,3,17,7,7680
807,2002,3,18,1,11621
808,2002,3,19,2,12674
809,2002,3,20,3,12577
810,2002,3,21,4,12502
811,2002,3,22,5,12252
812,2002,3,23,6,8569
813,2002,3,24,7,7419
814,2002,3,25,1,11507
815,2002,3,26,2,12840
816,2002,3,27,3,12568
817,2002,3,28,4,12454
818,2002,3,29,5,11449
819,2002,3,30,6,8270
820,2002,3,31,7,7083
821,2002,4,1,1,10264
822,2002,4,2,2,12884
823,2002,4,3,3,12372
824,2002,4,4,4,12262
825,2002,4,5,5,12006
826,2002,4,6,6,8301
827,2002,4,7,7,7109
828,2002,4,8,1,11706
829,2002,4,9,2,12741
830,2002,4,10,3,12418
831,2002,4,11,4,12236
832,2002,4,12,5,12272
833,2002,4,13,6,8448
834,2002,4,14,7,7578
835,2002,4,15,1,11412
836,2002,4,16,2,12847
837,2002,4,17,3,12575
838,2002,4,18,4,12490
839,2002,4,19,5,12297
840,2002,4,20,6,8224
841,2002,4,21,7,7298
842,2002,4,22,1,11576
843,2002,4,23,2,12457
844,2002,4,24,3,12297
845,2002,4,25,4,12469
846,2002,4,26,5,11917
847,2002,4,27,6,8243
848,2002,4,28,7,7502
849,2002,4,29,1,11422
850,2002,4,30,2,12666
851,2002,5,1,3,12297
852,2002,5,2,4,12405
853,2002,5,3,5,12130
854,2002,5,4,6,8215
855,2002,5,5,7,7447
856,2002,5,6,1,11362
857,2002,5,7,2,12505
858,2002,5,8,3,12334
859,2002,5,9,4,12219
860,2002,5,10,5,12329
861,2002,5,11,6,8329
862,2002,5,12,7,7487
863,2002,5,13,1,11404
864,2002,5,14,2,12909
865,2002,5,15,3,12705
866,2002,5,16,4,12609
867,2002,5,17,5,12218
868,2002,5,18,6,8528
869,2002,5,19,7,7470
870,2002,5,20,1,11788
871,2002,5,21,2,12916
872,2002,5,22,3,12670
873,2002,5,23,4,13123
874,2002,5,24,5,12775
875,2002,5,25,6,8515
876,2002,5,26,7,7282
877,2002,5,27,1,7765
878,2002,5,28,2,12148
879,2002,5,29,3,13436
880,2002,5,30,4,12963
881,2002,5,31,5,12568
882,2002,6,1,6,8547
883,2002,6,2,7,7662
884,2002,6,3,1,11433
885,2002,6,4,2,12616
886,2002,6,5,3,12663
887,2002,6,6,4,12745
888,2002,6,7,5,12280
889,2002,6,8,6,8524
890,2002,6,9,7,7485
891,2002,6,10,1,11863
892,2002,6,11,2,12713
893,2002,6,12,3,12758
894,2002,6,13,4,12457
895,2002,6,14,5,12562
896,2002,6,15,6,8708
897,2002,6,16,7,7685
898,2002,6,17,1,11738
899,2002,6,18,2,13139
900,2002,6,19,3,12598
901,2002,6,20,4,12847
902,2002,6,21,5,12377
903,2002,6,22,6,8676
904,2002,6,23,7,7661
905,2002,6,24,1,11972
906,2002,6,25,2,13425
907,2002,6,26,3,13167
908,2002,6,27,4,13310
909,2002,6,28,5,12996
910,2002,6,29,6,8994
911,2002,6,30,7,7831
912,2002,7,1,1,12584
913,2002,7,2,2,14187
914,2002,7,3,3,13626
915,2002,7,4,4,9481
916,2002,7,5,5,11326
917,2002,7,6,6,8816
918,2002,7,7,7,8080
919,2002,7,8,1,12253
920,2002,7,9,2,13814
921,2002,7,10,3,13264
922,2002,7,11,4,13215
923,2002,7,12,5,12760
924,2002,7,13,6,8896
925,2002,7,14,7,7884
926,2002,7,15,1,12370
927,2002,7,16,2,13606
928,2002,7,17,3,13396
929,2002,7,18,4,13395
930,2002,7,19,5,12900
931,2002,7,20,6,8799
932,2002,7,21,7,7954
933,2002,7,22,1,12194
934,2002,7,23,2,13630
935,2002,7,24,3,13231
936,2002,7,25,4,13345
937,2002,7,26,5,12914
938,2002,7,27,6,9073
939,2002,7,28,7,7915
940,2002,7,29,1,12148
941,2002,7,30,2,13593
942,2002,7,31,3,13311
943,2002,8,1,4,13267
944,2002,8,2,5,13127
945,2002,8,3,6,8963
946,2002,8,4,7,7833
947,2002,8,5,1,12191
948,2002,8,6,2,13407
949,2002,8,7,3,13035
950,2002,8,8,4,13420
951,2002,8,9,5,12893
952,2002,8,10,6,9078
953,2002,8,11,7,7970
954,2002,8,12,1,12311
955,2002,8,13,2,13603
956,2002,8,14,3,13302
957,2002,8,15,4,13551
958,2002,8,16,5,13132
959,2002,8,17,6,9298
960,2002,8,18,7,7925
961,2002,8,19,1,12299
962,2002,8,20,2,13820
963,2002,8,21,3,13356
964,2002,8,22,4,13232
965,2002,8,23,5,13133
966,2002,8,24,6,9086
967,2002,8,25,7,7961
968,2002,8,26,1,12182
969,2002,8,27,2,13788
970,2002,8,28,3,13398
971,2002,8,29,4,13426
972,2002,8,30,5,13300
973,2002,8,31,6,9122
974,2002,9,1,7,7947
975,2002,9,2,1,8297
976,2002,9,3,2,12613
977,2002,9,4,3,13969
978,2002,9,5,4,14021
979,2002,9,6,5,13680
980,2002,9,7,6,9354
981,2002,9,8,7,8077
982,2002,9,9,1,12875
983,2002,9,10,2,13940
984,2002,9,11,3,12655
985,2002,9,12,4,14247
986,2002,9,13,5,13028
987,2002,9,14,6,9388
988,2002,9,15,7,8433
989,2002,9,16,1,12793
990,2002,9,17,2,14241
991,2002,9,18,3,13953
992,2002,9,19,4,13899
993,2002,9,20,5,13721
994,2002,9,21,6,9613
995,2002,9,22,7,8222
996,2002,9,23,1,12795
